host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,market,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
24472303,2014-12-04,within a day,1,f,t,t,Rio De Janeiro,-22.96657,-43.18064,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,101,0,80,1,0,4,1125,13,2019-01-06,92,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.22
17457696,2014-06-30,within an hour,1,f,t,t,Rio De Janeiro,-22.98161,-43.19096,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,151,500,150,1,0,2,1125,40,2019-11-05,93,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.85
15219164,2014-05-07,within a few hours,0.83,f,t,t,Rio De Janeiro,-22.98326,-43.19472,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,168,750,150,1,0,2,1125,2,2018-01-01,90,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.04
24425300,2014-12-02,within an hour,1,f,t,t,Rio De Janeiro,-22.98257,-43.19344,f,Apartment,Private room,2,2,3,3,Real Bed,164,400,180,2,98,3,365,2,2019-10-06,90,9,9,10,10,7,9,f,strict_14_with_grace_period,f,f,0.23
24559768,2014-12-06,within an hour,1,f,t,f,Rio De Janeiro,-22.96901,-43.18507,t,Apartment,Entire home/apt,6,1,2,5,Real Bed,348,1200,180,3,80,2,1125,3,2019-10-06,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.08
24597357,2014-12-07,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97531,-43.19082,t,Apartment,Entire home/apt,3,1,1,3,Real Bed,181,0,90,2,0,2,1125,120,2019-05-08,96,10,9,10,10,10,10,t,moderate,f,f,2
12982015,2014-03-10,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.9772,-43.18996,f,Apartment,Entire home/apt,5,2,2,2,Real Bed,449,0,130,4,50,5,1125,4,2019-03-06,100,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.17
6005777,2013-04-20,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.98526,-43.19289,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,273,1155,357,1,0,3,1125,7,2017-04-30,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.15
5579838,2013-03-22,within a few hours,0.88,t,t,t,Rio De Janeiro,-22.96458,-43.17864,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,172,420,100,1,0,1,1124,43,2019-11-04,97,10,10,10,10,10,9,f,moderate,f,f,0.74
24512109,2014-12-05,within an hour,1,t,t,t,Rio De Janeiro,-22.96546,-43.18036,t,Apartment,Entire home/apt,5,2,3,5,Real Bed,197,0,160,5,100,2,1125,106,2019-11-16,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.82
24698039,2014-12-10,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97159,-43.18632,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,202,300,80,1,0,3,20,4,2018-01-01,95,9,10,10,10,9,9,t,strict_14_with_grace_period,f,f,0.08
24705190,2014-12-10,within an hour,0.89,f,t,t,Rio De Janeiro,-22.97277,-43.18885,t,Loft,Entire home/apt,4,1,1,3,Real Bed,202,0,50,4,0,3,1125,19,2019-10-07,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.41
13372423,2014-03-21,within an hour,1,t,t,t,Rio De Janeiro,-22.96851,-43.18809,t,Apartment,Entire home/apt,5,1.5,1,1,Real Bed,139,598,140,2,34,2,180,50,2019-11-11,97,10,10,10,10,10,9,t,moderate,f,f,0.86
3108167,2012-07-30,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.97469,-43.19293,f,Loft,Entire home/apt,2,1,0,1,Real Bed,290,1055,209,2,158,3,1125,14,2018-02-16,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.25
2130998,2012-04-13,within a day,0.83,f,t,f,Rio De Janeiro,-22.971,-43.18577,f,Apartment,Entire home/apt,6,3,3,4,Real Bed,600,3000,200,2,70,5,90,1,2016-02-10,80,10,8,10,10,8,8,f,moderate,f,f,0.02
24756869,2014-12-12,within an hour,0.67,f,t,f,Rio De Janeiro,-22.97186,-43.18839,t,Apartment,Private room,2,1,1,2,Real Bed,202,420,150,1,0,3,6,6,2019-10-06,100,10,9,10,9,10,9,t,strict_14_with_grace_period,f,f,0.17
4704654,2013-01-14,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97267,-43.18806,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,151,500,150,1,0,7,1125,6,2018-03-10,87,9,8,9,9,10,7,f,strict_14_with_grace_period,f,f,0.15
3746246,2012-10-03,within a day,0.7,f,t,t,Rio De Janeiro,-22.97378,-43.18947,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,239,1000,190,1,0,4,1125,23,2019-07-28,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,t,0.4
9145585,2013-09-30,within a few hours,1,f,t,f,Rio De Janeiro,-22.97043,-43.18837,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,202,500,170,1,0,3,1125,6,2019-03-06,93,10,10,10,10,10,8,f,strict_14_with_grace_period,f,f,0.12
24834684,2014-12-14,within an hour,1,f,t,t,Rio De Janeiro,-22.9689,-43.18141,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,227,0,125,1,300,3,1125,8,2019-10-06,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.17
24874532,2014-12-15,within an hour,1,f,t,f,Rio De Janeiro,-22.97235,-43.19041,f,Apartment,Entire home/apt,5,1,2,3,Real Bed,399,3000,240,3,100,3,1125,4,2019-10-07,90,9,9,10,10,10,9,f,moderate,f,f,0.08
21108686,2014-09-08,within a day,0.75,f,t,f,Rio De Janeiro,-22.96364,-43.18943,t,Apartment,Private room,2,1,1,1,Real Bed,105,400,100,1,80,1,1125,3,2019-08-07,100,10,10,10,10,10,10,f,moderate,f,f,0.07
7285435,2013-07-04,within a few hours,1,f,t,t,Rio De Janeiro,-22.96553,-43.18481,t,Apartment,Private room,1,1,1,1,Real Bed,55,420,150,1,0,5,30,54,2019-10-09,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.91
24930677,2014-12-17,within a few hours,1,f,t,t,Rio De Janeiro,-22.97667,-43.19145,t,Apartment,Private room,2,1,1,1,Real Bed,105,420,170,1,80,1,1125,10,2019-10-07,100,10,10,10,10,10,10,f,flexible,f,f,0.17
24932191,2014-12-17,a few days or more,0.46,f,t,f,Rio De Janeiro,-22.96494,-43.1792,f,House,Entire home/apt,4,1,1,2,Real Bed,218,420,160,1,0,1,1125,10,2019-05-31,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.2
14683955,2014-04-24,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97167,-43.19126,f,Apartment,Private room,2,1,1,2,Real Bed,202,420,150,1,0,1,1125,1,2015-01-05,100,8,10,10,8,8,8,f,flexible,f,f,0.02
25004861,2014-12-19,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97957,-43.19257,t,Apartment,Entire home/apt,6,2,3,6,Real Bed,437,420,100,1,0,2,60,2,2016-08-14,100,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,0.03
25002900,2014-12-19,within an hour,1,f,t,t,Rio De Janeiro,-22.96674,-43.18052,f,Apartment,Entire home/apt,14,3,3,12,Real Bed,281,1000,200,6,50,2,20,37,2019-11-04,87,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,0.67
4928492,2013-02-01,within a day,0.8,f,t,t,Rio De Janeiro,-22.97467,-43.1894,t,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,252,0,0,1,0,60,61,8,2019-10-24,94,10,9,9,10,9,9,f,strict_14_with_grace_period,f,f,0.14
23450245,2014-11-07,within an hour,1,f,t,t,Rio De Janeiro,-22.98437,-43.19362,f,Apartment,Entire home/apt,8,2,4,4,Real Bed,479,420,200,1,50,3,1125,14,2019-10-12,97,10,10,10,10,10,10,f,flexible,f,f,0.25
17070351,2014-06-21,within a few hours,0.89,f,t,f,Rio De Janeiro,-22.9751,-43.19233,t,Loft,Entire home/apt,3,0,0,0,Real Bed,189,0,100,2,50,2,120,95,2019-06-27,90,9,9,10,9,10,10,f,strict_14_with_grace_period,f,f,1.61
4255118,2012-11-26,within an hour,0.97,t,t,t,Rio De Janeiro,-22.97348,-43.18762,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,243,600,100,3,100,4,90,84,2019-11-16,95,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,1.47
2516002,2012-06-01,within an hour,1,t,t,t,Rio De Janeiro,-22.96852,-43.18035,t,Apartment,Entire home/apt,6,1.5,3,4,Real Bed,399,1259,210,1,0,2,3500,149,2019-11-05,96,10,9,10,10,10,10,t,strict_14_with_grace_period,f,t,2.7
25113072,2014-12-22,within an hour,1,f,t,t,Rio De Janeiro,-22.98401,-43.193,f,Other,Entire home/apt,3,1,1,1,Real Bed,168,500,150,3,70,3,1125,20,2018-01-05,68,8,7,9,9,9,7,t,strict_14_with_grace_period,f,f,0.34
25130130,2014-12-23,within an hour,1,t,t,t,Rio De Janeiro,-22.98124,-43.19294,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,151,450,140,2,50,3,90,56,2019-11-04,92,10,10,10,10,9,9,f,strict_14_with_grace_period,f,f,0.94
25170556,2014-12-24,within a few hours,1,f,t,t,Rio De Janeiro,-22.96779,-43.18104,f,Apartment,Entire home/apt,4,1,0,3,Real Bed,181,1000,150,1,0,3,1125,11,2018-02-18,95,9,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.21
25216603,2014-12-26,within a day,1,f,t,t,Rio De Janeiro,-22.96319,-43.17596,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,160,420,80,1,0,2,1125,24,2018-02-13,95,10,10,10,10,10,10,f,moderate,f,f,0.41
14832963,2014-04-28,within an hour,1,t,t,f,Rio De Janeiro,-22.96611,-43.17886,f,Apartment,Entire home/apt,6,2,2,4,Real Bed,298,500,200,6,50,3,1125,2,2016-10-07,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.05
25220895,2014-12-26,within a few hours,1,t,t,f,Rio De Janeiro,-22.96457,-43.17532,t,Apartment,Entire home/apt,4,1,0,1,Real Bed,290,500,150,2,30,4,365,31,2019-11-10,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.32
25216603,2014-12-26,within a day,1,f,t,t,Rio De Janeiro,-22.96354,-43.17594,f,Apartment,Entire home/apt,4,1,0,1,Real Bed,155,420,150,1,0,2,1125,17,2016-10-17,93,10,9,10,10,10,9,f,moderate,f,f,0.29
25310243,2014-12-28,within a few hours,0.96,t,t,f,Rio De Janeiro,-22.9749,-43.18989,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,84,350,80,1,0,3,1125,122,2019-11-06,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.03
16378976,2014-06-04,within an hour,1,t,t,f,Rio De Janeiro,-22.96555,-43.19018,t,Apartment,Private room,1,1,1,1,Pull-out Sofa,122,500,75,1,50,2,15,9,2019-09-29,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.27
20370177,2014-08-21,within a few hours,0.98,f,t,t,Rio De Janeiro,-22.96462,-43.17581,t,Condominium,Private room,2,1,1,1,Pull-out Sofa,101,500,100,1,30,5,1125,3,2019-03-10,100,9,10,9,10,9,9,f,strict_14_with_grace_period,f,f,0.05
25400918,2014-12-30,within a few hours,0.8,f,t,f,Rio De Janeiro,-22.97424,-43.19024,f,Apartment,Entire home/apt,4,1,1,4,Real Bed,252,420,150,1,0,3,1125,4,2019-10-07,100,10,10,10,10,10,10,t,flexible,f,f,0.19
801333,2011-07-10,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.9744,-43.18859,t,Apartment,Entire home/apt,4,1,1,4,Real Bed,105,500,150,2,50,2,1125,22,2018-09-26,95,10,10,10,10,10,10,t,moderate,f,f,0.38
4092253,2012-11-08,within an hour,1,f,t,f,Rio De Janeiro,-22.97675,-43.18787,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,231,420,150,1,0,4,365,66,2019-11-02,95,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.14
10158511,2013-11-20,within an hour,1,t,t,t,Rio De Janeiro,-22.96447,-43.18148,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,176,1750,150,1,0,2,1125,144,2019-11-17,99,10,10,10,10,10,10,f,moderate,f,f,2.46
24008123,2014-11-21,within a day,0.81,t,t,f,Rio De Janeiro,-22.96842,-43.18402,t,Condominium,Entire home/apt,4,1,1,1,Real Bed,147,0,70,2,70,1,30,106,2019-11-13,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.04
5379447,2013-03-08,within a few hours,1,f,t,t,Rio De Janeiro,-22.98484,-43.19012,f,Apartment,Private room,1,2,1,1,Real Bed,122,1000,100,1,0,28,1125,1,2016-08-20,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.03
25595358,2015-01-04,within an hour,1,t,t,t,Rio De Janeiro,-22.9768,-43.19437,t,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,218,0,180,2,0,3,1125,140,2019-11-19,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,2.5
25310243,2014-12-28,within a few hours,0.96,t,t,f,Rio De Janeiro,-22.97053,-43.18907,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,122,380,120,2,30,3,1125,97,2019-11-12,98,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.77
2156912,2012-04-17,within a few hours,1,f,t,t,Rio De Janeiro,-22.9828,-43.19601,f,Apartment,Entire home/apt,2,1,0,1,Real Bed,189,1050,168,1,0,6,1125,47,2019-04-28,95,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.8
25684565,2015-01-06,within a day,1,f,t,f,Rio De Janeiro,-22.97061,-43.18814,t,Apartment,Entire home/apt,5,1,1,2,Real Bed,210,400,150,4,0,9,1125,1,2019-01-02,80,8,10,10,8,10,8,f,strict_14_with_grace_period,f,f,0.09
25693704,2015-01-06,within a few hours,0.97,f,t,t,Rio De Janeiro,-22.97049,-43.18803,t,Apartment,Entire home/apt,6,1,2,5,Real Bed,294,400,100,4,19,2,1125,154,2019-11-02,93,9,9,9,10,10,9,t,strict_14_with_grace_period,f,f,2.63
25693704,2015-01-06,within a few hours,0.97,f,t,t,Rio De Janeiro,-22.97077,-43.18618,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,155,385,70,2,19,3,1125,99,2019-10-09,95,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.72
19982033,2014-08-13,within an hour,1,t,t,t,Rio De Janeiro,-22.97291,-43.18819,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,197,600,130,1,0,3,90,14,2019-03-05,99,10,10,10,10,10,9,f,moderate,f,f,0.3
22805631,2014-10-21,within an hour,0.99,t,t,t,Rio De Janeiro,-22.96686,-43.18002,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,1104,2099,378,4,0,3,90,9,2017-05-22,89,10,9,9,9,10,8,f,super_strict_60,f,f,0.17
153721,2010-06-27,within a few hours,0.91,f,t,t,Rio De Janeiro,-22.96428,-43.17524,f,House,Entire home/apt,16,2.5,6,13,Real Bed,1259,2099,630,5,105,2,1125,1,2019-01-02,100,10,6,10,10,10,10,f,strict_14_with_grace_period,f,f,0.09
25885920,2015-01-10,within a few hours,1,f,t,t,Rio De Janeiro,-22.97725,-43.19246,f,Apartment,Entire home/apt,12,2.5,4,8,Real Bed,348,420,200,6,25,3,1125,8,2017-05-01,93,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.14
7835552,2013-07-30,within an hour,1,f,t,f,Rio De Janeiro,-22.97476,-43.19229,f,Apartment,Entire home/apt,7,3,4,5,Real Bed,449,0,350,1,0,4,1125,8,2019-06-25,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.17
6785488,2013-06-07,within a day,0.92,f,t,t,Rio De Janeiro,-22.96519,-43.17648,t,Apartment,Entire home/apt,9,3,3,4,Real Bed,1301,1000,350,6,100,3,1125,4,2016-03-16,90,10,9,10,9,10,9,f,strict_14_with_grace_period,f,f,0.08
25947504,2015-01-11,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96301,-43.17445,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,101,420,225,1,0,5,1125,13,2019-03-10,89,10,8,9,10,9,9,f,moderate,f,f,0.25
4729617,2013-01-16,within an hour,1,t,t,t,Rio De Janeiro,-22.96984,-43.18381,t,Apartment,Entire home/apt,6,2,2,4,Real Bed,231,420,178,1,0,2,1125,89,2019-11-15,98,10,10,10,10,10,9,f,moderate,f,f,1.55
23568343,2014-11-10,within a day,1,f,t,f,Rio De Janeiro,-22.97017,-43.18285,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,181,1000,180,1,0,7,1125,6,2019-10-06,100,10,10,10,10,10,10,f,moderate,f,f,0.23
26152290,2015-01-15,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.97939,-43.19175,t,Apartment,Entire home/apt,4,1,2,1,Real Bed,999,10000,150,4,250,2,5,1,2016-02-09,100,8,10,10,10,10,8,t,flexible,f,f,0.02
9884465,2013-11-08,within a few hours,0.8,f,t,f,Rio De Janeiro,-22.98472,-43.19294,t,House,Private room,2,1,1,2,Real Bed,151,420,30,1,0,1,1125,1,2019-10-06,80,8,8,10,8,10,8,f,strict_14_with_grace_period,f,f,0.63
8156211,2013-08-14,within a day,0.81,t,t,t,Rio De Janeiro,-22.96899,-43.18892,t,Apartment,Entire home/apt,5,1,2,3,Real Bed,176,420,200,3,25,3,1125,3,2019-11-18,100,10,10,10,10,9,9,f,strict_14_with_grace_period,t,f,0.6
26180320,2015-01-15,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96837,-43.18226,t,Apartment,Entire home/apt,10,3,4,9,Real Bed,500,0,150,5,16,2,1125,29,2018-12-23,91,10,9,10,10,10,9,t,strict_14_with_grace_period,f,f,0.55
4605404,2013-01-06,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.98036,-43.19261,t,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,999,420,100,1,1000,3,1125,1,2017-01-02,40,4,8,10,6,6,6,f,moderate,f,f,0.03
26211018,2015-01-16,within a few hours,1,f,t,t,Rio De Janeiro,-22.96417,-43.1755,t,Apartment,Entire home/apt,3,1,1,2,Real Bed,193,800,150,2,50,2,1125,4,2019-10-31,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.07
26221547,2015-01-16,within a few hours,0.9,f,t,t,Rio De Janeiro,-22.98683,-43.19083,t,Apartment,Entire home/apt,3,1.5,2,2,Real Bed,189,1000,200,1,0,3,1125,32,2019-11-16,97,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.6
8179738,2013-08-15,within a day,1,f,t,t,Rio De Janeiro,-22.97309,-43.19171,f,Apartment,Entire home/apt,4,2,2,3,Real Bed,466,2324,232,6,0,5,30,3,2016-12-31,100,9,9,10,10,10,10,f,moderate,f,f,0.05
10097727,2013-11-18,within an hour,1,f,t,f,Rio De Janeiro,-22.98572,-43.19172,f,Apartment,Entire home/apt,4,1,2,5,Real Bed,181,400,150,4,35,4,365,25,2019-11-02,94,10,9,10,10,10,10,f,moderate,f,f,0.44
24425300,2014-12-02,within an hour,1,f,t,t,Rio De Janeiro,-22.98096,-43.19435,f,Apartment,Private room,1,3,1,1,Real Bed,97,300,180,1,0,2,365,2,2019-01-02,100,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.08
26350949,2015-01-19,within a day,0.86,f,t,f,Rio De Janeiro,-22.97664,-43.19339,f,Guest suite,Private room,2,1,1,1,Real Bed,231,0,84,2,84,1,1125,77,2019-10-07,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1.32
10651339,2013-12-16,within a day,0.6,f,t,f,Rio De Janeiro,-22.96884,-43.18861,t,Apartment,Private room,2,1,1,1,Real Bed,399,0,50,1,80,4,25,3,2019-03-05,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.05
16378976,2014-06-04,within an hour,1,t,t,f,Rio De Janeiro,-22.96541,-43.19041,t,Apartment,Private room,2,1,1,1,Real Bed,151,500,80,1,60,3,30,3,2019-03-14,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.06
19807140,2014-08-10,within a few hours,1,f,t,f,Rio De Janeiro,-22.97207,-43.18797,t,Apartment,Private room,2,1,1,2,Real Bed,118,0,0,1,70,2,10,5,2019-10-06,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.18
12530901,2014-02-24,within a few hours,1,f,t,t,Rio De Janeiro,-22.97903,-43.19361,t,Loft,Entire home/apt,3,1,0,2,Real Bed,88,2278,93,3,0,20,366,22,2019-10-26,94,9,9,10,10,8,9,f,moderate,f,f,0.45
20946740,2014-09-04,within a day,0.86,f,t,f,Rio De Janeiro,-22.97103,-43.18597,f,Apartment,Private room,2,1,1,2,Real Bed,252,420,150,1,0,3,1125,7,2019-03-05,91,9,9,10,9,10,9,t,strict_14_with_grace_period,f,f,0.15
20370177,2014-08-21,within a few hours,0.98,f,t,t,Rio De Janeiro,-22.96322,-43.17731,t,Condominium,Private room,2,1.5,1,1,Real Bed,97,500,100,1,30,5,1125,2,2015-09-29,80,6,8,8,8,8,8,f,strict_14_with_grace_period,f,f,0.04
25626213,2015-01-05,within an hour,1,f,t,t,Rio De Janeiro,-22.97407,-43.18515,t,Apartment,Entire home/apt,6,3,3,5,Real Bed,399,1500,150,1,80,2,90,38,2019-11-05,94,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.96
26498343,2015-01-21,within a few hours,1,f,t,t,Rio De Janeiro,-22.97013,-43.18509,t,Loft,Entire home/apt,2,1,1,1,Real Bed,231,420,200,2,100,2,30,25,2019-02-22,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.53
26541991,2015-01-22,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97768,-43.18991,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,277,420,93,2,116,3,90,10,2018-02-14,96,10,8,10,9,10,10,f,moderate,f,f,0.18
23568343,2014-11-10,within a day,1,f,t,f,Rio De Janeiro,-22.97078,-43.18289,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,193,1000,220,1,0,7,1125,1,2019-03-10,100,10,10,10,10,10,10,f,moderate,f,f,0.12
15178475,2014-05-06,within a few hours,0.9,f,t,t,Rio De Janeiro,-22.96393,-43.17775,f,Apartment,Entire home/apt,6,2,3,4,Real Bed,730,840,420,1,0,4,1125,14,2019-11-07,95,10,10,10,9,10,10,f,strict_14_with_grace_period,f,f,0.27
26591131,2015-01-23,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97421,-43.18918,f,Apartment,Private room,1,1,4,1,Real Bed,252,420,150,1,250,3,90,1,2016-08-22,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.03
26623614,2015-01-24,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.9839,-43.19152,f,Apartment,Entire home/apt,8,3,4,5,Real Bed,2250,5000,190,8,300,7,89,2,2016-08-18,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.04
26635356,2015-01-24,within an hour,1,t,t,t,Rio De Janeiro,-22.97126,-43.18561,t,Apartment,Private room,2,1,3,4,Real Bed,109,399,130,1,0,1,1125,54,2019-11-17,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.96
26635356,2015-01-24,within an hour,1,t,t,t,Rio De Janeiro,-22.97322,-43.18805,f,Apartment,Private room,2,1,1,2,Real Bed,122,400,130,1,0,1,1125,15,2019-10-10,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.26
26733257,2015-01-26,within an hour,1,f,t,f,Rio De Janeiro,-22.97853,-43.18893,t,Loft,Entire home/apt,3,1,1,1,Real Bed,109,0,90,2,70,5,360,54,2019-11-12,98,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,1.88
8156211,2013-08-14,within a day,0.81,t,t,t,Rio De Janeiro,-22.96714,-43.18578,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,1499,400,140,2,50,5,1125,3,2018-02-14,100,10,9,10,10,10,9,f,strict_14_with_grace_period,t,f,0.08
26809830,2015-01-27,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.98055,-43.19154,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,550,2000,220,1,100,5,30,1,2016-02-12,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
14011760,2014-04-07,within a day,0.9,f,t,t,Rio De Janeiro,-22.98505,-43.19072,t,Apartment,Entire home/apt,7,2.5,3,5,Real Bed,298,10000,500,5,50,2,60,23,2019-10-08,97,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,0.48
24415930,2014-12-02,within a day,0.8,f,t,f,Rio De Janeiro,-22.96048,-43.1721,f,House,Shared room,6,2,1,6,Real Bed,42,420,150,1,150,1,1125,2,2019-01-02,80,5,7,10,8,6,8,f,strict_14_with_grace_period,f,f,0.04
20370177,2014-08-21,within a few hours,0.98,f,t,t,Rio De Janeiro,-22.98557,-43.19099,t,Apartment,Entire home/apt,5,2,2,3,Real Bed,365,500,200,4,50,5,1125,6,2019-10-08,93,9,9,10,10,10,9,f,strict_14_with_grace_period,f,f,0.1
26988167,2015-01-31,within an hour,1,t,t,t,Rio De Janeiro,-22.96678,-43.18619,t,Condominium,Entire home/apt,10,3,3,5,Real Bed,348,0,210,10,100,3,1125,41,2019-10-28,97,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,0.74
9270905,2013-10-06,within an hour,0.98,f,t,t,Rio De Janeiro,-22.9699,-43.1875,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,210,1679,150,1,0,1,1125,1,2016-08-10,100,10,10,10,10,10,6,f,strict_14_with_grace_period,f,f,0.03
11109524,2014-01-07,within a few hours,0.82,f,t,t,Rio De Janeiro,-22.96744,-43.18089,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,126,500,185,2,50,3,1125,68,2019-10-08,93,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.2
21746256,2014-09-24,within an hour,1,t,t,t,Rio De Janeiro,-22.97171,-43.19233,f,Apartment,Entire home/apt,6,2.5,3,4,Real Bed,521,420,180,1,0,2,1125,29,2019-11-17,99,10,10,10,10,10,10,t,moderate,f,f,0.52
27113745,2015-02-02,within a day,0.71,f,t,t,Rio De Janeiro,-22.97312,-43.18911,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,181,0,150,2,150,3,365,8,2019-10-06,95,10,10,10,10,10,9,f,moderate,f,f,0.14
6785488,2013-06-07,within a day,0.92,f,t,t,Rio De Janeiro,-22.9823,-43.19096,t,Apartment,Entire home/apt,8,4,4,4,Real Bed,1767,6973,930,1,0,4,1125,1,2015-10-15,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.02
26795637,2015-01-27,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.96343,-43.17601,f,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,168,990,150,2,120,2,1125,35,2019-02-27,99,10,10,10,10,10,10,t,moderate,f,f,0.66
