host_id,host_since,host_response_time,host_response_rate,host_is_superhost,host_has_profile_pic,host_identity_verified,market,latitude,longitude,is_location_exact,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,price,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,reviews_per_month
148198904,2017-08-29,within an hour,1,f,t,f,Rio De Janeiro,-22.9697,-43.18615,f,Apartment,Entire home/apt,4,1,1,3,Real Bed,151,0,100,1,0,3,30,5,2019-11-18,80,10,10,10,9,9,8,t,flexible,f,f,0.23
148222584,2017-08-29,within an hour,1,f,t,f,Rio De Janeiro,-22.96909,-43.18454,t,Condominium,Entire home/apt,6,2,3,3,Real Bed,206,0,140,6,80,3,30,63,2019-11-04,99,10,10,10,10,10,10,t,flexible,f,f,2.37
148277984,2017-08-29,within a day,0.7,f,t,f,Rio De Janeiro,-22.98331,-43.18929,f,Apartment,Entire home/apt,3,1,0,4,Real Bed,193,0,0,3,125,4,90,9,2019-10-10,96,10,10,10,10,10,9,f,moderate,f,f,0.34
54351415,2016-01-12,within a few hours,1,t,t,f,Rio De Janeiro,-22.96607,-43.1824,t,Apartment,Entire home/apt,4,1,2,2,Real Bed,332,1259,126,2,42,3,1125,14,2019-10-06,90,10,9,9,9,10,9,t,flexible,f,f,0.7
2942002,2012-07-15,within a few hours,0.9,t,t,t,Rio De Janeiro,-22.98039,-43.1915,t,Apartment,Private room,2,1,1,1,Real Bed,147,420,60,1,0,3,1125,13,2019-09-29,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.49
66877715,2016-04-12,within a day,0.81,f,t,t,Rio De Janeiro,-22.96334,-43.19208,t,Apartment,Entire home/apt,12,5,5,7,Real Bed,3002,0,400,8,70,1,90,21,2019-09-15,91,10,9,9,8,8,9,f,super_strict_30,f,f,0.86
1500426,2011-12-13,within an hour,1,t,t,f,Rio De Janeiro,-22.97941,-43.19073,t,Apartment,Entire home/apt,5,1.5,2,3,Real Bed,160,500,179,3,35,3,31,10,2019-10-14,100,10,10,10,10,10,10,t,strict_14_with_grace_period,t,t,1.8
12932750,2014-03-08,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96496,-43.17833,t,Apartment,Entire home/apt,10,2,2,10,Real Bed,298,311,201,1,0,2,1125,1,2017-11-23,100,10,10,10,10,10,10,f,flexible,f,f,0.04
147086547,2017-08-21,within a few hours,0.8,f,t,f,Rio De Janeiro,-22.97014,-43.18677,f,Apartment,Private room,2,1,1,2,Real Bed,122,0,80,1,100,1,5,2,2019-03-08,100,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.09
1558302,2012-01-02,within an hour,1,f,t,t,Rio De Janeiro,-22.97952,-43.18907,t,Apartment,Entire home/apt,5,1,1,5,Real Bed,206,0,150,4,50,6,365,51,2019-11-02,96,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,1.99
110030555,2017-01-05,within an hour,0.97,f,t,t,Rio De Janeiro,-22.96519,-43.17585,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,139,0,99,2,29,1,30,65,2019-11-11,97,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,2.52
149167717,2017-09-04,within an hour,1,t,t,f,Rio De Janeiro,-22.96637,-43.18359,t,Apartment,Entire home/apt,8,1.5,3,4,Real Bed,298,0,0,5,50,5,45,23,2019-10-14,98,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.88
3931352,2017-05-17,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.98548,-43.19068,f,Apartment,Private room,1,1,1,1,Real Bed,130,420,60,1,0,1,4,1,2017-09-17,100,10,10,10,10,10,10,f,flexible,f,f,0.04
12979998,2014-03-10,within an hour,1,f,t,t,Rio De Janeiro,-22.96807,-43.1811,f,Apartment,Entire home/apt,3,1,1,1,Real Bed,151,500,150,3,500,4,31,25,2019-10-06,98,10,10,10,10,10,9,t,flexible,f,f,0.98
149314975,2017-09-05,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96026,-43.17655,t,Apartment,Entire home/apt,4,1,0,2,Real Bed,105,420,70,2,100,2,89,2,2019-02-23,100,10,8,10,10,10,8,f,moderate,f,f,0.08
149167717,2017-09-04,within an hour,1,t,t,f,Rio De Janeiro,-22.96647,-43.18518,t,Apartment,Private room,3,1,1,1,Real Bed,71,0,0,1,25,3,45,23,2019-11-06,96,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.86
149167717,2017-09-04,within an hour,1,t,t,f,Rio De Janeiro,-22.96643,-43.18549,t,Apartment,Private room,3,1,1,1,Real Bed,88,0,0,1,25,3,45,18,2019-11-03,100,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.72
149167717,2017-09-04,within an hour,1,t,t,f,Rio De Janeiro,-22.9667,-43.18435,t,Apartment,Private room,3,1,1,2,Real Bed,71,0,0,1,19,3,45,21,2019-11-07,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.78
108857654,2016-12-28,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96451,-43.17606,f,Apartment,Entire home/apt,2,1,1,1,Real Bed,227,500,100,1,0,2,30,2,2018-01-15,90,10,10,10,10,7,6,f,moderate,f,f,0.08
54359187,2016-01-12,within a day,0.8,f,t,f,Rio De Janeiro,-22.96497,-43.18229,f,Apartment,Entire home/apt,4,1,1,1,Real Bed,160,0,150,2,16,3,1125,1,2017-09-26,100,10,10,10,10,10,10,f,flexible,f,f,0.04
95691605,2016-09-18,within an hour,1,f,t,f,Rio De Janeiro,-22.96582,-43.17757,t,Apartment,Entire home/apt,8,2,2,8,Real Bed,298,400,100,4,0,3,50,25,2019-11-11,96,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,1
87776431,2016-08-03,N/A,0.892333129,t,t,f,Rio De Janeiro,-22.96251,-43.17436,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,101,0,100,2,40,4,60,43,2019-03-17,96,10,10,10,10,9,10,f,strict_14_with_grace_period,f,f,1.68
50006365,2015-11-27,within an hour,1,t,t,f,Rio De Janeiro,-22.96872,-43.1841,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,126,0,170,1,0,4,1125,25,2019-10-26,98,10,10,10,10,10,9,t,flexible,f,f,0.94
78499152,2016-06-18,within a few hours,1,f,t,f,Rio De Janeiro,-22.97222,-43.18746,t,Serviced apartment,Entire home/apt,2,1,1,1,Real Bed,348,500,120,1,100,3,1125,2,2019-11-17,90,9,10,10,7,10,10,t,flexible,f,f,0.47
81739205,2016-07-04,within a few hours,1,f,t,f,Rio De Janeiro,-22.96495,-43.1764,t,Apartment,Entire home/apt,10,2,2,2,Real Bed,298,420,150,5,50,3,1125,2,2019-09-08,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.09
149725163,2017-09-08,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96666,-43.18224,t,Apartment,Entire home/apt,6,1,1,3,Real Bed,999,0,150,1,0,4,31,3,2017-09-24,100,10,10,10,10,10,9,t,flexible,f,f,0.11
149701917,2017-09-08,within an hour,1,f,t,f,Rio De Janeiro,-22.9664,-43.18416,f,Apartment,Entire home/apt,4,2,2,3,Real Bed,344,1500,200,4,90,3,1125,4,2019-10-07,100,10,9,10,10,10,10,t,moderate,f,f,0.17
149134648,2017-09-04,within an hour,1,t,t,f,Rio De Janeiro,-22.97795,-43.19113,t,Apartment,Entire home/apt,2,1,0,1,Real Bed,139,0,100,1,0,3,360,39,2019-10-31,98,10,10,10,10,10,10,t,moderate,f,f,1.67
149852864,2017-09-09,within a few hours,1,t,t,f,Rio De Janeiro,-22.98494,-43.19194,t,Apartment,Entire home/apt,6,1,2,2,Real Bed,202,420,150,1,0,2,30,33,2019-10-07,96,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,1.23
149856351,2017-09-09,within an hour,1,t,t,f,Rio De Janeiro,-22.98634,-43.19183,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,202,0,150,1,0,3,40,29,2019-11-19,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,3.37
2326320,2012-05-08,within an hour,1,t,t,t,Rio De Janeiro,-22.97211,-43.18575,t,Condominium,Entire home/apt,8,2,3,4,Real Bed,806,0,420,6,126,3,30,47,2019-11-11,97,10,9,10,10,10,9,f,strict_14_with_grace_period,f,f,1.76
96211591,2016-09-21,within a day,0.6,f,t,f,Rio De Janeiro,-22.96196,-43.17679,t,Guest suite,Private room,2,1,1,3,Real Bed,130,0,0,1,0,2,1125,2,2019-10-06,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.08
2915201,2012-07-12,a few days or more,0.14,f,t,f,Rio De Janeiro,-22.96998,-43.18992,t,Apartment,Entire home/apt,15,3,4,6,Real Bed,420,600,220,8,40,3,1125,1,2019-01-09,100,8,10,6,10,8,8,f,strict_14_with_grace_period,f,f,0.09
14112110,2014-04-10,within an hour,1,f,t,f,Rio De Janeiro,-22.97835,-43.19036,f,Apartment,Entire home/apt,6,1,1,7,Real Bed,701,420,200,6,200,2,10,2,2019-01-02,80,8,10,10,9,10,8,t,strict_14_with_grace_period,f,f,0.09
5819303,2013-04-07,within an hour,1,t,t,t,Rio De Janeiro,-22.96865,-43.18338,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,151,0,78,3,20,3,120,12,2019-10-08,100,10,10,10,10,10,10,f,moderate,f,f,0.52
146135933,2017-08-15,within an hour,1,f,t,f,Rio De Janeiro,-22.96614,-43.18015,t,Apartment,Private room,1,1,1,1,Real Bed,55,3500,150,1,65,1,1125,17,2019-11-21,95,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.83
146210666,2017-08-15,within a few hours,1,f,t,f,Rio De Janeiro,-22.97043,-43.19007,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,181,0,80,1,0,2,60,5,2019-10-07,84,8,8,10,10,10,8,f,strict_14_with_grace_period,f,f,0.19
83061349,2016-07-11,within a few hours,1,f,t,f,Rio De Janeiro,-22.96748,-43.18177,f,Apartment,Private room,1,1,1,1,Real Bed,252,0,60,1,0,2,1125,3,2019-10-08,100,9,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.13
6080771,2013-04-24,within an hour,1,t,t,t,Rio De Janeiro,-22.98019,-43.19225,t,Apartment,Private room,3,1,1,2,Real Bed,155,400,90,2,70,2,20,5,2019-09-29,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.19
60509354,2016-02-26,within an hour,0.9,f,t,f,Rio De Janeiro,-22.97227,-43.19117,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,399,0,150,1,100,2,1125,6,2019-10-06,96,10,10,10,10,10,9,t,moderate,f,f,0.23
64964483,2016-03-29,within an hour,0.98,f,t,f,Rio De Janeiro,-22.98137,-43.19422,f,Apartment,Entire home/apt,9,2.5,3,9,Real Bed,403,0,150,1,0,1,1125,56,2019-11-09,94,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,2.44
129754160,2017-05-10,within a day,0.8,f,t,f,Rio De Janeiro,-22.97928,-43.19164,t,Apartment,Entire home/apt,5,1,2,2,Real Bed,600,0,50,5,200,8,1125,2,2018-01-03,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.08
31996175,2015-04-26,within an hour,1,f,t,f,Rio De Janeiro,-22.9706,-43.18514,f,Apartment,Entire home/apt,6,2.5,3,5,Real Bed,701,0,170,1,0,3,30,14,2019-03-06,99,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.59
60509354,2016-02-26,within an hour,0.9,f,t,f,Rio De Janeiro,-22.97093,-43.18504,t,Apartment,Entire home/apt,4,1,1,2,Real Bed,600,0,150,1,100,2,30,4,2019-03-05,90,10,10,10,10,9,9,t,flexible,f,f,0.15
153721,2010-06-27,within a few hours,0.91,f,t,t,Rio De Janeiro,-22.9615,-43.17721,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,139,700,130,2,30,2,1125,1,2017-09-26,100,10,10,10,10,10,8,f,strict_14_with_grace_period,f,f,0.04
11503761,2014-01-21,within a few hours,0.7,f,t,t,Rio De Janeiro,-22.98449,-43.19065,t,Apartment,Entire home/apt,3,2,1,1,Real Bed,256,1395,186,2,93,7,180,4,2019-10-09,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.17
39170953,2015-07-21,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96551,-43.17881,t,Apartment,Private room,2,1,1,1,Real Bed,71,420,150,1,0,2,3,8,2018-02-15,100,10,10,10,10,10,10,f,flexible,f,f,0.32
113068143,2017-01-24,within a few hours,0.8,t,t,f,Rio De Janeiro,-22.96828,-43.18264,t,Loft,Entire home/apt,5,1,0,5,Real Bed,147,0,150,3,20,3,60,45,2019-10-09,96,10,9,10,10,10,10,t,moderate,f,f,1.7
74005855,2016-05-25,within an hour,1,t,t,f,Rio De Janeiro,-22.96295,-43.17638,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,218,0,200,1,0,5,30,2,2019-10-05,100,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.16
64449447,2016-03-25,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.9627,-43.17437,t,Apartment,Private room,6,1,2,2,Real Bed,701,420,150,1,0,6,10,1,2019-03-06,100,10,10,10,8,10,10,t,moderate,f,f,0.11
12211183,2014-02-13,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96696,-43.18613,t,Apartment,Entire home/apt,2,1,1,1,Real Bed,399,420,150,1,0,5,30,3,2019-02-05,60,7,6,10,8,10,6,f,flexible,f,f,0.11
13021665,2014-03-11,within a few hours,1,f,t,f,Rio De Janeiro,-22.98068,-43.19299,t,Apartment,Entire home/apt,5,1,2,4,Real Bed,281,0,150,1,120,3,10,1,2019-01-02,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.09
2919803,2012-07-12,within an hour,0.92,f,t,t,Rio De Janeiro,-22.97395,-43.18704,f,Apartment,Entire home/apt,8,2,3,4,Real Bed,327,420,0,6,70,2,1125,1,2018-11-05,80,8,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.08
113106588,2017-01-24,within a few hours,1,f,t,t,Rio De Janeiro,-22.98336,-43.19336,f,Apartment,Entire home/apt,3,1,1,2,Real Bed,202,420,180,1,0,3,1125,3,2019-10-08,100,10,10,10,10,10,9,t,strict_14_with_grace_period,f,f,0.14
72536853,2016-05-17,within a day,0.9,f,t,t,Rio De Janeiro,-22.96547,-43.17438,t,Apartment,Entire home/apt,6,1,2,3,Real Bed,298,420,150,1,0,5,1125,6,2019-10-08,90,9,10,8,9,10,8,t,flexible,f,f,0.23
144161370,2017-08-03,a few days or more,0.2,f,t,f,Rio De Janeiro,-22.96797,-43.18152,t,Apartment,Entire home/apt,7,1.5,3,4,Real Bed,252,1000,150,4,50,1,1125,8,2019-10-06,100,10,10,10,10,10,10,f,moderate,f,f,0.35
25661929,2015-01-05,within an hour,1,f,t,t,Rio De Janeiro,-22.97185,-43.18626,f,Apartment,Entire home/apt,2,1,1,2,Real Bed,139,350,160,3,0,4,25,50,2019-11-13,90,9,9,10,10,10,9,t,strict_14_with_grace_period,f,f,2.05
151461240,2017-09-20,within an hour,1,t,t,t,Rio De Janeiro,-22.96392,-43.1747,t,Condominium,Entire home/apt,4,1,1,1,Real Bed,202,400,100,3,30,2,365,31,2019-10-14,99,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.37
72536853,2016-05-17,within a day,0.9,f,t,t,Rio De Janeiro,-22.96484,-43.1784,t,Apartment,Entire home/apt,4,1,1,1,Real Bed,223,420,150,1,0,5,1125,1,2019-10-06,80,10,10,10,10,10,10,t,flexible,f,f,0.63
72536853,2016-05-17,within a day,0.9,f,t,t,Rio De Janeiro,-22.96802,-43.17928,t,Apartment,Entire home/apt,1,1,0,1,Real Bed,185,420,150,1,0,5,1125,2,2019-10-08,70,9,9,9,9,10,8,t,flexible,f,f,0.09
151553725,2017-09-21,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96647,-43.18881,f,Apartment,Private room,4,2,1,1,Real Bed,109,0,0,2,100,2,8,7,2018-10-01,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.27
112312028,2017-01-19,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96258,-43.1757,t,Apartment,Entire home/apt,6,1,0,4,Real Bed,113,500,75,2,18,3,1125,14,2018-05-26,88,9,9,9,10,9,9,t,strict_14_with_grace_period,f,f,0.54
25390386,2014-12-30,within a few hours,1,f,t,f,Rio De Janeiro,-22.97735,-43.19203,f,Apartment,Entire home/apt,7,1.5,2,5,Real Bed,298,0,200,1,50,2,1125,2,2018-09-23,80,10,10,8,10,10,10,t,moderate,f,f,0.09
144199887,2017-08-03,within an hour,1,f,t,f,Rio De Janeiro,-22.96512,-43.17629,f,Apartment,Shared room,6,1,1,4,Real Bed,235,0,163,1,237,3,28,3,2019-10-06,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.13
147438326,2017-08-23,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97454,-43.19123,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,151,0,150,4,0,2,1125,12,2018-04-01,100,10,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.46
13280279,2014-03-18,within a few hours,1,f,t,f,Rio De Janeiro,-22.96644,-43.17685,f,Apartment,Private room,2,2,1,1,Real Bed,101,420,150,1,0,5,1125,6,2019-08-12,95,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,0.26
151286278,2017-09-19,within a day,0.67,f,t,f,Rio De Janeiro,-22.97821,-43.18863,t,Apartment,Entire home/apt,8,1,3,4,Real Bed,898,600,180,5,50,6,40,2,2018-02-14,100,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.09
120113752,2017-03-10,within an hour,1,t,t,f,Rio De Janeiro,-22.96557,-43.1749,t,Apartment,Entire home/apt,2,1,0,2,Real Bed,168,420,150,1,0,2,30,51,2019-10-13,100,10,10,10,10,10,10,t,moderate,f,f,2.09
4254630,2012-11-26,within an hour,1,f,t,t,Rio De Janeiro,-22.97658,-43.19442,t,Apartment,Private room,1,1.5,1,1,Real Bed,84,500,150,1,70,7,120,2,2019-01-02,100,10,10,10,10,10,9,f,strict_14_with_grace_period,t,t,0.17
92457053,2016-08-29,within an hour,1,f,t,f,Rio De Janeiro,-22.98173,-43.19121,t,Apartment,Entire home/apt,3,1,0,2,Real Bed,164,0,100,1,0,2,1125,7,2019-04-08,83,9,9,10,10,10,9,f,moderate,f,f,0.31
64087437,2016-03-22,within a few hours,1,f,t,f,Rio De Janeiro,-22.96782,-43.1847,f,Apartment,Entire home/apt,6,2,2,2,Real Bed,168,0,0,1,50,1,24,16,2019-09-07,90,9,9,10,10,10,9,f,moderate,f,f,0.65
121638172,2017-03-20,within an hour,1,f,t,f,Rio De Janeiro,-22.98586,-43.1916,t,Apartment,Private room,2,1,1,1,Real Bed,88,0,40,2,0,2,1125,11,2019-10-07,91,9,9,10,10,10,9,f,moderate,f,f,0.43
400293,2011-02-19,within an hour,1,t,t,t,Rio De Janeiro,-22.97739,-43.19166,t,Apartment,Private room,2,1,1,1,Real Bed,88,0,25,1,0,2,21,49,2019-11-20,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.97
73019437,2016-05-20,within a few hours,1,t,t,f,Rio De Janeiro,-22.98491,-43.19332,f,Apartment,Entire home/apt,12,4,5,10,Real Bed,1100,1000,400,6,200,3,1125,21,2019-03-31,94,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.97
13580277,2014-03-26,within an hour,1,f,t,t,Rio De Janeiro,-22.98184,-43.19344,t,Apartment,Entire home/apt,12,2.5,3,10,Real Bed,882,800,250,12,0,3,90,12,2019-11-10,88,9,9,10,10,9,9,t,super_strict_60,f,f,0.52
474221,2011-03-31,within an hour,0.9,f,t,f,Rio De Janeiro,-22.979,-43.19151,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,139,450,150,3,20,2,89,26,2019-11-13,94,10,10,10,9,10,9,t,strict_14_with_grace_period,f,f,1
474221,2011-03-31,within an hour,0.9,f,t,f,Rio De Janeiro,-22.9783,-43.19165,f,Apartment,Entire home/apt,5,1,1,3,Real Bed,189,450,150,6,30,2,89,19,2019-11-19,99,10,10,10,10,10,10,t,moderate,f,f,0.86
75086118,2016-05-31,within a day,0.8,t,t,f,Rio De Janeiro,-22.97042,-43.18371,t,Apartment,Entire home/apt,5,1,1,4,Real Bed,202,0,190,2,100,4,6,3,2019-03-06,100,10,10,10,10,10,9,f,moderate,f,f,0.13
82868006,2016-07-10,within a day,0.67,f,t,t,Rio De Janeiro,-22.98061,-43.1935,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,500,1000,200,2,150,5,30,2,2018-02-14,100,10,10,10,10,10,8,t,strict_14_with_grace_period,f,f,0.09
152064446,2017-09-25,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.96794,-43.18366,f,Apartment,Entire home/apt,4,1,1,4,Real Bed,109,400,120,2,35,2,20,3,2018-02-28,100,10,10,10,10,10,10,t,moderate,f,f,0.13
3477417,2012-09-05,within a few hours,1,f,t,f,Rio De Janeiro,-22.97018,-43.18809,t,Guest suite,Private room,2,1,1,1,Real Bed,0,0,0,1,75,3,1125,2,2019-08-10,100,10,10,10,10,10,10,f,flexible,f,f,0.15
9683952,2013-10-28,N/A,0.892333129,f,t,t,Rio De Janeiro,-22.96508,-43.17927,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,298,420,150,4,80,6,12,2,2018-01-02,100,10,10,10,10,10,10,t,moderate,f,f,0.08
152999712,2017-10-02,within a day,0.81,f,t,f,Rio De Janeiro,-22.98372,-43.19471,t,Loft,Entire home/apt,2,1,1,1,Real Bed,181,420,150,1,0,2,90,23,2019-10-29,85,9,7,10,9,9,9,t,moderate,f,f,0.9
6213964,2013-05-03,within a few hours,1,f,t,f,Rio De Janeiro,-22.98506,-43.19217,f,Apartment,Entire home/apt,4,1,1,2,Real Bed,197,500,100,2,25,2,1125,11,2019-07-09,82,9,8,10,10,10,8,t,super_strict_30,f,f,0.47
4873555,2013-01-27,within an hour,1,f,t,t,Rio De Janeiro,-22.97692,-43.18979,f,Apartment,Entire home/apt,4,1,1,3,Real Bed,189,0,150,2,45,1,1125,67,2019-11-18,87,9,8,9,9,10,9,t,flexible,f,f,2.74
18179671,2014-07-16,within a few hours,1,f,t,t,Rio De Janeiro,-22.96761,-43.18332,t,Apartment,Entire home/apt,4,2,2,2,Real Bed,399,750,200,4,400,5,90,3,2019-09-20,90,9,9,10,10,10,10,t,strict_14_with_grace_period,f,f,0.14
153142214,2017-10-03,within an hour,1,f,t,f,Rio De Janeiro,-22.96609,-43.17862,f,Apartment,Entire home/apt,3,1,1,2,Real Bed,97,500,130,1,30,5,90,5,2018-08-24,96,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.2
153149317,2017-10-03,within a day,0.6,f,t,f,Rio De Janeiro,-22.96768,-43.18181,t,Apartment,Entire home/apt,6,2.5,2,2,Real Bed,449,2000,220,5,100,3,30,4,2019-06-26,87,9,9,10,10,10,8,f,strict_14_with_grace_period,f,f,0.17
100571618,2016-10-20,within an hour,1,f,t,f,Rio De Janeiro,-22.98341,-43.18935,t,Apartment,Entire home/apt,10,2,2,4,Real Bed,202,0,350,6,160,7,30,8,2019-10-06,97,10,10,10,10,10,9,f,strict_14_with_grace_period,f,f,0.33
126803442,2017-04-20,within a day,0.88,t,t,f,Rio De Janeiro,-22.97719,-43.19006,t,Apartment,Private room,2,1,1,1,Real Bed,88,420,20,2,50,2,20,41,2019-10-05,100,10,9,10,10,10,10,f,moderate,f,f,1.68
127380318,2017-04-24,within an hour,1,f,t,f,Rio De Janeiro,-22.96925,-43.18006,f,Condominium,Entire home/apt,2,1,1,1,Real Bed,202,400,150,2,40,10,40,1,2019-03-07,60,10,6,10,10,10,6,t,moderate,f,f,0.11
105341097,2016-11-27,within a few hours,1,f,t,t,Rio De Janeiro,-22.98414,-43.19297,f,Apartment,Private room,2,1,1,1,Real Bed,202,0,300,1,0,2,50,1,2019-04-30,100,10,10,10,10,10,8,t,moderate,f,f,0.14
146753945,2017-08-19,within a day,0.8,f,t,f,Rio De Janeiro,-22.97725,-43.19314,t,Apartment,Entire home/apt,6,2,2,2,Real Bed,831,420,150,1,0,2,10,4,2019-10-06,100,10,10,10,10,10,9,f,flexible,f,f,0.17
74463624,2016-05-28,within an hour,1,f,t,f,Rio De Janeiro,-22.97851,-43.19063,t,Apartment,Entire home/apt,6,1,2,4,Real Bed,252,0,200,6,0,3,90,2,2018-04-24,90,9,9,10,9,10,10,t,super_strict_60,f,f,0.1
82394027,2016-07-07,within a few hours,1,f,t,t,Rio De Janeiro,-22.98376,-43.19283,t,Apartment,Private room,2,1.5,1,1,Real Bed,181,420,150,1,0,2,5,2,2019-01-15,100,10,10,10,10,10,10,f,flexible,f,f,0.1
21022421,2014-09-06,within an hour,1,f,t,f,Rio De Janeiro,-22.97095,-43.18609,f,Apartment,Entire home/apt,6,1,1,3,Real Bed,239,0,150,1,0,2,90,4,2019-10-04,100,10,10,10,10,10,10,t,moderate,f,f,0.41
70006249,2016-05-02,within a day,1,f,t,f,Rio De Janeiro,-22.9653,-43.19165,f,Apartment,Entire home/apt,6,1,2,2,Real Bed,172,0,180,4,180,5,14,2,2019-03-07,100,10,10,10,10,9,9,f,moderate,f,f,0.19
154280443,2017-10-12,N/A,0.892333129,f,t,f,Rio De Janeiro,-22.97771,-43.18916,t,Apartment,Private room,6,2,3,3,Real Bed,59,0,0,1,44,1,62,11,2018-01-29,85,9,9,9,9,10,9,f,moderate,f,f,0.44
25130130,2014-12-23,within an hour,1,t,t,t,Rio De Janeiro,-22.96523,-43.17369,t,Apartment,Entire home/apt,6,4,5,5,Real Bed,500,700,300,4,75,3,90,12,2019-11-19,92,10,9,10,10,10,10,f,strict_14_with_grace_period,f,f,1.11
40422563,2015-08-03,within an hour,1,t,t,t,Rio De Janeiro,-22.97248,-43.19187,t,Apartment,Entire home/apt,6,2,3,3,Real Bed,390,0,336,6,0,2,360,48,2019-11-21,98,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,2.05
74463624,2016-05-28,within an hour,1,f,t,f,Rio De Janeiro,-22.97819,-43.19071,t,Apartment,Entire home/apt,6,4,3,4,Real Bed,1024,0,230,6,0,3,90,68,2019-11-15,94,10,9,9,10,10,9,t,super_strict_60,f,f,2.78
154467202,2017-10-13,within an hour,1,f,t,f,Rio De Janeiro,-22.97401,-43.18935,t,Apartment,Entire home/apt,4,1,1,3,Real Bed,298,420,150,1,0,2,15,10,2019-11-17,98,10,10,10,9,10,9,t,moderate,f,f,0.41
25167375,2014-12-24,within a day,0.83,t,t,f,Rio De Janeiro,-22.96507,-43.17621,t,Apartment,Entire home/apt,3,1,1,1,Real Bed,290,0,168,2,42,3,30,14,2019-11-18,99,10,10,10,10,10,10,f,strict_14_with_grace_period,f,f,0.62
55419558,2016-01-20,within an hour,1,t,t,t,Rio De Janeiro,-22.96323,-43.17794,t,Apartment,Entire home/apt,2,1,1,2,Real Bed,126,1200,99,3,80,3,29,38,2019-10-27,98,10,10,10,10,10,10,t,strict_14_with_grace_period,f,f,1.52
77507320,2016-06-13,within a day,0.5,f,t,t,Rio De Janeiro,-22.96407,-43.17716,t,Apartment,Private room,2,1.5,1,1,Real Bed,202,420,150,1,0,3,1125,2,2019-03-05,90,9,6,10,10,10,9,f,flexible,f,f,0.18
